Day,Price,Action Output,Action,Reward,Inventory,Initial Cash,Current Cash,Inventory Worth,Net Worth,Total Profit,Investment,HOLD,BUY,SELL,ALL,HOLD R,BUY R,SELL R
68,36.36333465576172,0,HOLD,4.5397868702434395e-05,"[43.02199935913086, 42.28200149536133, 24.08133316040039, 33.47533416748047]",10000,9868.723993301392,145.45333862304688,10014.177331924438,11.584661483764648,0.14177331924438477,50,9,5,64,0.78125,0.140625,0.078125
69,36.589332580566406,0,HOLD,4.5397868702434395e-05,"[43.02199935913086, 42.28200149536133, 24.08133316040039, 33.47533416748047]",10000,9868.723993301392,146.35733032226562,10015.081323623657,11.584661483764648,0.15081323623657225,51,9,5,65,0.7846153846153846,0.13846153846153847,0.07692307692307693
70,38.20000076293945,0,HOLD,4.5397868702434395e-05,"[43.02199935913086, 42.28200149536133, 24.08133316040039, 33.47533416748047]",10000,9868.723993301392,152.8000030517578,10021.52399635315,11.584661483764648,0.21523996353149413,52,9,5,66,0.7878787878787878,0.13636363636363635,0.07575757575757576
71,43.39666748046875,0,HOLD,4.5397868702434395e-05,"[43.02199935913086, 42.28200149536133, 24.08133316040039, 33.47533416748047]",10000,9868.723993301392,173.586669921875,10042.310663223267,11.584661483764648,0.42310663223266604,53,9,5,67,0.7910447761194029,0.13432835820895522,0.07462686567164178
72,47.32600021362305,0,HOLD,4.5397868702434395e-05,"[43.02199935913086, 42.28200149536133, 24.08133316040039, 33.47533416748047]",10000,9868.723993301392,189.3040008544922,10058.027994155884,11.584661483764648,0.5802799415588379,54,9,5,68,0.7941176470588235,0.1323529411764706,0.07352941176470588
73,48.65533447265625,0,HOLD,4.5397868702434395e-05,"[43.02199935913086, 42.28200149536133, 24.08133316040039, 33.47533416748047]",10000,9868.723993301392,194.621337890625,10063.345331192017,11.584661483764648,0.6334533119201661,55,9,5,69,0.7971014492753623,0.13043478260869565,0.07246376811594203
74,49.680667877197266,2,SELL,0.9987187902743914,"[42.28200149536133, 24.08133316040039, 33.47533416748047]",10000,9918.404661178589,149.0420036315918,10067.44666481018,18.243330001831055,0.6744666481018067,55,9,6,70,0.7857142857142857,0.12857142857142856,0.08571428571428572
75,50.259334564208984,0,HOLD,4.5397868702434395e-05,"[42.28200149536133, 24.08133316040039, 33.47533416748047]",10000,9918.404661178589,150.77800369262695,10069.182664871216,18.243330001831055,0.6918266487121582,56,9,6,71,0.7887323943661971,0.1267605633802817,0.08450704225352113
76,49.75733184814453,0,HOLD,4.5397868702434395e-05,"[42.28200149536133, 24.08133316040039, 33.47533416748047]",10000,9918.404661178589,149.2719955444336,10067.676656723022,18.243330001831055,0.6767665672302245,57,9,6,72,0.7916666666666666,0.125,0.08333333333333333
77,45.781333923339844,0,HOLD,4.5397868702434395e-05,"[42.28200149536133, 24.08133316040039, 33.47533416748047]",10000,9918.404661178589,137.34400177001953,10055.748662948608,18.243330001831055,0.557486629486084,58,9,6,73,0.7945205479452054,0.1232876712328767,0.0821917808219178
78,48.807334899902344,0,HOLD,4.5397868702434395e-05,"[42.28200149536133, 24.08133316040039, 33.47533416748047]",10000,9918.404661178589,146.42200469970703,10064.826665878296,18.243330001831055,0.648266658782959,59,9,6,74,0.7972972972972973,0.12162162162162163,0.08108108108108109
79,47.04199981689453,2,SELL,0.9915071230144215,"[24.08133316040039, 33.47533416748047]",10000,9965.446660995483,94.08399963378906,10059.530660629272,23.003328323364258,0.5953066062927246,59,9,7,75,0.7866666666666666,0.12,0.09333333333333334
80,48.34333419799805,0,HOLD,4.5397868702434395e-05,"[24.08133316040039, 33.47533416748047]",10000,9965.446660995483,96.6866683959961,10062.13332939148,23.003328323364258,0.6213332939147949,60,9,7,76,0.7894736842105263,0.11842105263157894,0.09210526315789473
81,53.25,0,HOLD,4.5397868702434395e-05,"[24.08133316040039, 33.47533416748047]",10000,9965.446660995483,106.5,10071.946660995483,23.003328323364258,0.719466609954834,61,9,7,77,0.7922077922077922,0.11688311688311688,0.09090909090909091
82,51.27466583251953,2,SELL,0.9999999999984508,[33.47533416748047],10000,10016.721326828003,51.27466583251953,10067.995992660522,50.1966609954834,0.6799599266052246,61,9,8,78,0.782051282051282,0.11538461538461539,0.10256410256410256
83,53.367332458496094,1,BUY,0.5,"[33.47533416748047, 53.367332458496094]",10000,9963.353994369507,106.73466491699219,10070.088659286499,50.1966609954834,0.7008865928649902,61,10,8,79,0.7721518987341772,0.12658227848101267,0.10126582278481013
84,52.12533187866211,0,HOLD,4.5397868702434395e-05,"[33.47533416748047, 53.367332458496094]",10000,9963.353994369507,104.25066375732422,10067.604658126831,50.1966609954834,0.6760465812683105,62,10,8,80,0.775,0.125,0.1
85,46.75466537475586,0,HOLD,4.5397868702434395e-05,"[33.47533416748047, 53.367332458496094]",10000,9963.353994369507,93.50933074951172,10056.863325119019,50.1966609954834,0.5686332511901856,63,10,8,81,0.7777777777777778,0.12345679012345678,0.09876543209876543
86,50.74599838256836,0,HOLD,4.5397868702434395e-05,"[33.47533416748047, 53.367332458496094]",10000,9963.353994369507,101.49199676513672,10064.845991134644,50.1966609954834,0.6484599113464355,64,10,8,82,0.7804878048780488,0.12195121951219512,0.0975609756097561
87,51.2140007019043,0,HOLD,4.5397868702434395e-05,"[33.47533416748047, 53.367332458496094]",10000,9963.353994369507,102.4280014038086,10065.781995773315,50.1966609954834,0.6578199577331543,65,10,8,83,0.7831325301204819,0.12048192771084337,0.0963855421686747
88,52.172000885009766,0,HOLD,4.5397868702434395e-05,"[33.47533416748047, 53.367332458496094]",10000,9963.353994369507,104.34400177001953,10067.697996139526,50.1966609954834,0.6769799613952637,66,10,8,84,0.7857142857142857,0.11904761904761904,0.09523809523809523
89,52.00266647338867,0,HOLD,4.5397868702434395e-05,"[33.47533416748047, 53.367332458496094]",10000,9963.353994369507,104.00533294677734,10067.359327316284,50.1966609954834,0.6735932731628418,67,10,8,85,0.788235294117647,0.11764705882352941,0.09411764705882353
90,54.62799835205078,2,SELL,0.9999999993490993,[53.367332458496094],10000,10017.981992721558,54.62799835205078,10072.609991073608,71.34932518005371,0.7260999107360839,67,10,9,86,0.7790697674418605,0.11627906976744186,0.10465116279069768
91,54.08599853515625,0,HOLD,4.5397868702434395e-05,[53.367332458496094],10000,10017.981992721558,54.08599853515625,10072.067991256714,71.34932518005371,0.7206799125671386,68,10,9,87,0.7816091954022989,0.11494252873563218,0.10344827586206896
92,53.96066665649414,0,HOLD,4.5397868702434395e-05,[53.367332458496094],10000,10017.981992721558,53.96066665649414,10071.942659378052,71.34932518005371,0.7194265937805175,69,10,9,88,0.7840909090909091,0.11363636363636363,0.10227272727272728
93,52.73066711425781,2,SELL,0.3460007313867275,[],10000,10070.712659835815,0.0,10070.712659835815,70.71265983581543,0.7071265983581543,69,10,10,89,0.7752808988764045,0.11235955056179775,0.11235955056179775
94,53.55533218383789,0,HOLD,4.5397868702434395e-05,[],10000,10070.712659835815,0.0,10070.712659835815,70.71265983581543,0.7071265983581543,70,10,10,90,0.7777777777777778,0.1111111111111111,0.1111111111111111
95,53.27799987792969,1,BUY,0.5,[53.27799987792969],10000,10017.434659957886,53.27799987792969,10070.712659835815,70.71265983581543,0.7071265983581543,70,11,10,91,0.7692307692307693,0.12087912087912088,0.10989010989010989
96,54.242000579833984,0,HOLD,4.5397868702434395e-05,[53.27799987792969],10000,10017.434659957886,54.242000579833984,10071.67666053772,70.71265983581543,0.7167666053771973,71,11,10,92,0.7717391304347826,0.11956521739130435,0.10869565217391304
97,53.867332458496094,1,BUY,0.5,"[53.27799987792969, 53.867332458496094]",10000,9963.56732749939,107.73466491699219,10071.301992416382,70.71265983581543,0.7130199241638183,71,12,10,93,0.7634408602150538,0.12903225806451613,0.10752688172043011
98,54.37066650390625,0,HOLD,4.5397868702434395e-05,"[53.27799987792969, 53.867332458496094]",10000,9963.56732749939,108.7413330078125,10072.308660507202,70.71265983581543,0.7230866050720215,72,12,10,94,0.7659574468085106,0.1276595744680851,0.10638297872340426
99,55.17333221435547,0,HOLD,4.5397868702434395e-05,"[53.27799987792969, 53.867332458496094]",10000,9963.56732749939,110.34666442871094,10073.9139919281,70.71265983581543,0.7391399192810059,73,12,10,95,0.7684210526315789,0.12631578947368421,0.10526315789473684
100,54.45866775512695,0,HOLD,4.5397868702434395e-05,"[53.27799987792969, 53.867332458496094]",10000,9963.56732749939,108.9173355102539,10072.484663009644,70.71265983581543,0.7248466300964356,74,12,10,96,0.7708333333333334,0.125,0.10416666666666667
101,54.591331481933594,0,HOLD,4.5397868702434395e-05,"[53.27799987792969, 53.867332458496094]",10000,9963.56732749939,109.18266296386719,10072.749990463257,70.71265983581543,0.7274999046325683,75,12,10,97,0.7731958762886598,0.12371134020618557,0.10309278350515463
102,54.68199920654297,0,HOLD,4.5397868702434395e-05,"[53.27799987792969, 53.867332458496094]",10000,9963.56732749939,109.36399841308594,10072.931325912476,70.71265983581543,0.7293132591247559,76,12,10,98,0.7755102040816326,0.12244897959183673,0.10204081632653061
103,53.72066879272461,1,BUY,0.5,"[53.27799987792969, 53.867332458496094, 53.72066879272461]",10000,9909.846658706665,161.16200637817383,10071.008665084839,70.71265983581543,0.7100866508483887,76,13,10,99,0.7676767676767676,0.13131313131313133,0.10101010101010101
104,55.66666793823242,2,SELL,0.9159590947952116,"[53.867332458496094, 53.72066879272461]",10000,9965.513326644897,111.33333587646484,10076.846662521362,73.10132789611816,0.7684666252136231,76,13,11,100,0.76,0.13,0.11
105,59.87333297729492,0,HOLD,4.5397868702434395e-05,"[53.867332458496094, 53.72066879272461]",10000,9965.513326644897,119.74666595458984,10085.259992599487,73.10132789611816,0.852599925994873,77,13,11,101,0.7623762376237624,0.12871287128712872,0.10891089108910891
106,58.770668029785156,0,HOLD,4.5397868702434395e-05,"[53.867332458496094, 53.72066879272461]",10000,9965.513326644897,117.54133605957031,10083.054662704468,73.10132789611816,0.8305466270446777,78,13,11,102,0.7647058823529411,0.12745098039215685,0.10784313725490197
107,58.86399841308594,0,HOLD,4.5397868702434395e-05,"[53.867332458496094, 53.72066879272461]",10000,9965.513326644897,117.72799682617188,10083.24132347107,73.10132789611816,0.8324132347106933,79,13,11,103,0.7669902912621359,0.1262135922330097,0.10679611650485436
108,57.62533187866211,0,HOLD,4.5397868702434395e-05,"[53.867332458496094, 53.72066879272461]",10000,9965.513326644897,115.25066375732422,10080.763990402222,73.10132789611816,0.8076399040222167,80,13,11,104,0.7692307692307693,0.125,0.10576923076923077
109,59.04399871826172,1,BUY,0.5,"[53.867332458496094, 53.72066879272461, 59.04399871826172]",10000,9906.469327926636,177.13199615478516,10083.60132408142,73.10132789611816,0.836013240814209,80,14,11,105,0.7619047619047619,0.13333333333333333,0.10476190476190476
110,63.327999114990234,1,BUY,0.5,"[53.867332458496094, 53.72066879272461, 59.04399871826172, 63.327999114990234]",10000,9843.141328811646,253.31199645996094,10096.453325271606,73.10132789611816,0.9645332527160645,80,15,11,106,0.7547169811320755,0.14150943396226415,0.10377358490566038
111,62.711334228515625,0,HOLD,4.5397868702434395e-05,"[53.867332458496094, 53.72066879272461, 59.04399871826172, 63.327999114990234]",10000,9843.141328811646,250.8453369140625,10093.986665725708,73.10132789611816,0.9398666572570802,81,15,11,107,0.7570093457943925,0.14018691588785046,0.102803738317757
112,68.336669921875,0,HOLD,4.5397868702434395e-05,"[53.867332458496094, 53.72066879272461, 59.04399871826172, 63.327999114990234]",10000,9843.141328811646,273.3466796875,10116.488008499146,73.10132789611816,1.1648800849914551,82,15,11,108,0.7592592592592593,0.1388888888888889,0.10185185185185185
113,64.85600280761719,0,HOLD,4.5397868702434395e-05,"[53.867332458496094, 53.72066879272461, 59.04399871826172, 63.327999114990234]",10000,9843.141328811646,259.42401123046875,10102.565340042114,73.10132789611816,1.0256534004211426,83,15,11,109,0.7614678899082569,0.13761467889908258,0.10091743119266056
114,62.35200119018555,0,HOLD,4.5397868702434395e-05,"[53.867332458496094, 53.72066879272461, 59.04399871826172, 63.327999114990234]",10000,9843.141328811646,249.4080047607422,10092.549333572388,73.10132789611816,0.9254933357238769,84,15,11,110,0.7636363636363637,0.13636363636363635,0.1
