Day,Price,Action True,Action Final,Action,Inventory,Reward,Total Reward,Initial Cash,Current Cash,Inventory Worth,Net Worth,Total Profit,Investment,HOLD,BUY,SELL,ALL,HOLD R,BUY R,SELL R
1,183.4600067138672,0,0,HOLD,[],0.0,0.0,10000,10000.0,0.0,10000.0,0.0,0.0,1,0,0,1,1.0,0.0,0.0
2,187.8300018310547,0,2,SELL,[],-1.0,-1.0,10000,10000.0,0.0,10000.0,0.0,0.0,2,0,0,2,1.0,0.0,0.0
3,184.9499969482422,1,1,BUY,[184.9499969482422],1.0,0.0,10000,9815.050003051758,184.9499969482422,10000.0,0.0,0.0,2,1,0,3,0.6666666666666666,0.3333333333333333,0.0
4,187.1199951171875,0,0,HOLD,[184.9499969482422],0.0,0.0,10000,9815.050003051758,187.1199951171875,10002.169998168945,0.0,0.021699981689453123,3,1,0,4,0.75,0.25,0.0
5,187.5,0,0,HOLD,[184.9499969482422],0.0,0.0,10000,9815.050003051758,187.5,10002.550003051758,0.0,0.025500030517578126,4,1,0,5,0.8,0.2,0.0
6,189.9499969482422,0,0,HOLD,[184.9499969482422],0.0,0.0,10000,9815.050003051758,189.9499969482422,10005.0,0.0,0.05,5,1,0,6,0.8333333333333334,0.16666666666666666,0.0
7,191.94000244140625,2,2,SELL,[],1.4,1.4,10000,10006.990005493164,0.0,10006.990005493164,6.9900054931640625,0.06990005493164063,5,1,1,7,0.7142857142857143,0.14285714285714285,0.14285714285714285
8,192.36000061035156,1,1,BUY,[192.36000061035156],1.0,2.4,10000,9814.630004882812,192.36000061035156,10006.990005493164,6.9900054931640625,0.06990005493164063,5,2,1,8,0.625,0.25,0.125
9,192.4499969482422,0,0,HOLD,[192.36000061035156],0.0,2.4,10000,9814.630004882812,192.4499969482422,10007.080001831055,6.9900054931640625,0.07080001831054689,6,2,1,9,0.6666666666666666,0.2222222222222222,0.1111111111111111
10,191.11000061035156,1,1,BUY,"[192.36000061035156, 191.11000061035156]",1.0,3.4,10000,9623.520004272461,382.2200012207031,10005.740005493164,6.9900054931640625,0.057400054931640625,6,3,1,10,0.6,0.3,0.1
11,190.7899932861328,2,2,SELL,[191.11000061035156],-1.0,2.4,10000,9814.309997558594,190.7899932861328,10005.099990844727,5.4199981689453125,0.050999908447265624,6,3,2,11,0.5454545454545454,0.2727272727272727,0.18181818181818182
12,192.5,2,2,SELL,[],1.0,3.4,10000,10006.809997558594,0.0,10006.809997558594,6.80999755859375,0.0680999755859375,6,3,3,12,0.5,0.25,0.25
13,193.35000610351562,1,1,BUY,[193.35000610351562],1.0,4.4,10000,9813.459991455078,193.35000610351562,10006.809997558594,6.80999755859375,0.0680999755859375,6,4,3,13,0.46153846153846156,0.3076923076923077,0.23076923076923078
14,195.83999633789062,2,2,SELL,[],1.0,5.4,10000,10009.299987792969,0.0,10009.299987792969,9.29998779296875,0.0929998779296875,6,4,4,14,0.42857142857142855,0.2857142857142857,0.2857142857142857
15,194.72999572753906,1,1,BUY,[194.72999572753906],1.0,6.4,10000,9814.56999206543,194.72999572753906,10009.299987792969,9.29998779296875,0.0929998779296875,6,5,4,15,0.4,0.3333333333333333,0.26666666666666666
16,198.60000610351562,2,2,SELL,[],1.0,7.4,10000,10013.169998168945,0.0,10013.169998168945,13.169998168945312,0.13169998168945313,6,5,5,16,0.375,0.3125,0.3125
17,199.19000244140625,0,0,HOLD,[],0.0,7.4,10000,10013.169998168945,0.0,10013.169998168945,13.169998168945312,0.13169998168945313,7,5,5,17,0.4117647058823529,0.29411764705882354,0.29411764705882354
18,195.8699951171875,0,2,SELL,[],-1.0,6.4,10000,10013.169998168945,0.0,10013.169998168945,13.169998168945312,0.13169998168945313,8,5,5,18,0.4444444444444444,0.2777777777777778,0.2777777777777778
19,200.02999877929688,0,2,SELL,[],-1.0,5.4,10000,10013.169998168945,0.0,10013.169998168945,13.169998168945312,0.13169998168945313,9,5,5,19,0.47368421052631576,0.2631578947368421,0.2631578947368421
